ID,Beschreibung,Kategorie ID,Kategorietext,Unterkategorie ID,Unterkategorietext,Ticket Label,Abteilung Label,Produkt Label,Priorität,Status,Angelegt Am,Angelegt Von,Geändert Am,Geändert Von,Auftraggeber,Meldender,Support Team,Bearbeiter,Erste Nachricht,Letzte Nachricht
8000003942,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.26	17:25:29,SOLMAN_BTC ,2024.02.26	17:25:29,SOLMAN_BTC , , , ,,2024.02.26	17:25:29,2024.02.26	17:25:29
8000003943,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.27	17:25:39,SOLMAN_BTC ,2024.02.27	17:25:40,SOLMAN_BTC , , , ,,2024.02.27	17:25:40,2024.02.27	17:25:40
8000003944,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.28	17:25:54,SOLMAN_BTC ,2024.02.28	17:25:54,SOLMAN_BTC , , , ,,2024.02.28	17:25:54,2024.02.28	17:25:54
8000003945,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.02.29	17:25:41,SOLMAN_BTC ,2024.02.29	17:25:41,SOLMAN_BTC , , , ,,2024.02.29	17:25:41,2024.02.29	17:25:41
8000003946,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.01	17:25:51,SOLMAN_BTC ,2024.03.01	17:25:51,SOLMAN_BTC , , , ,,2024.03.01	17:25:51,2024.03.01	17:25:51
8000003947,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.02	17:25:45,SOLMAN_BTC ,2024.03.02	17:25:45,SOLMAN_BTC , , , ,,2024.03.02	17:25:45,2024.03.02	17:25:45
8000003948,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.03	17:25:52,SOLMAN_BTC ,2024.03.03	17:25:53,SOLMAN_BTC , , , ,,2024.03.03	17:25:52,2024.03.03	17:25:52
8000003949,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.04	17:26:03,SOLMAN_BTC ,2024.03.04	17:26:04,SOLMAN_BTC , , , ,,2024.03.04	17:26:03,2024.03.04	17:26:03
8000003950,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.05	17:26:03,SOLMAN_BTC ,2024.03.05	17:26:03,SOLMAN_BTC , , , ,,2024.03.05	17:26:03,2024.03.05	17:26:03
8000003951,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.06	17:25:25,SOLMAN_BTC ,2024.03.06	17:25:25,SOLMAN_BTC , , , ,,2024.03.06	17:25:25,2024.03.06	17:25:25
8000003952,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.07	17:25:24,SOLMAN_BTC ,2024.03.07	17:25:25,SOLMAN_BTC , , , ,,2024.03.07	17:25:25,2024.03.07	17:25:25
8000003960,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.08	17:25:48,SOLMAN_BTC ,2024.03.08	17:25:48,SOLMAN_BTC , , , ,,2024.03.08	17:25:48,2024.03.08	17:25:48
8000003961,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.09	17:25:16,SOLMAN_BTC ,2024.03.09	17:25:16,SOLMAN_BTC , , , ,,2024.03.09	17:25:16,2024.03.09	17:25:16
8000003962,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.10	17:25:44,SOLMAN_BTC ,2024.03.10	17:25:45,SOLMAN_BTC , , , ,,2024.03.10	17:25:44,2024.03.10	17:25:44
8000003963,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.11	17:25:56,SOLMAN_BTC ,2024.03.11	17:25:56,SOLMAN_BTC , , , ,,2024.03.11	17:25:56,2024.03.11	17:25:56
8000003964,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.12	17:25:42,SOLMAN_BTC ,2024.03.12	17:25:43,SOLMAN_BTC , , , ,,2024.03.12	17:25:42,2024.03.12	17:25:42
8000003965,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.13	17:25:50,SOLMAN_BTC ,2024.03.13	17:25:50,SOLMAN_BTC , , , ,,2024.03.13	17:25:50,2024.03.13	17:25:50
8000003966,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.14	17:25:41,SOLMAN_BTC ,2024.03.14	17:25:41,SOLMAN_BTC , , , ,,2024.03.14	17:25:41,2024.03.14	17:25:41
8000003967,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.15	17:25:46,SOLMAN_BTC ,2024.03.15	17:25:47,SOLMAN_BTC , , , ,,2024.03.15	17:25:46,2024.03.15	17:25:46
8000003968,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.16	17:25:54,SOLMAN_BTC ,2024.03.16	17:25:55,SOLMAN_BTC , , , ,,2024.03.16	17:25:55,2024.03.16	17:25:55
8000003969,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.17	17:25:45,SOLMAN_BTC ,2024.03.17	17:25:45,SOLMAN_BTC , , , ,,2024.03.17	17:25:45,2024.03.17	17:25:45
8000003970,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.18	17:25:44,SOLMAN_BTC ,2024.03.18	17:25:44,SOLMAN_BTC , , , ,,2024.03.18	17:25:44,2024.03.18	17:25:44
8000003971,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.19	17:25:53,SOLMAN_BTC ,2024.03.19	17:25:53,SOLMAN_BTC , , , ,,2024.03.19	17:25:53,2024.03.19	17:25:53
8000003972,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.20	17:26:06,SOLMAN_BTC ,2024.03.20	17:26:07,SOLMAN_BTC , , , ,,2024.03.20	17:26:07,2024.03.20	17:26:07
8000003973,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.21	17:25:57,SOLMAN_BTC ,2024.03.21	17:25:57,SOLMAN_BTC , , , ,,2024.03.21	17:25:57,2024.03.21	17:25:57
8000003974,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.22	17:25:46,SOLMAN_BTC ,2024.03.22	17:25:46,SOLMAN_BTC , , , ,,2024.03.22	17:25:46,2024.03.22	17:25:46
8000003975,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.23	17:25:58,SOLMAN_BTC ,2024.03.23	17:25:58,SOLMAN_BTC , , , ,,2024.03.23	17:25:58,2024.03.23	17:25:58
8000003976,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.24	17:25:38,SOLMAN_BTC ,2024.03.24	17:25:44,SOLMAN_BTC , , , ,,2024.03.24	17:25:39,2024.03.24	17:25:39
8000003977,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.25	17:25:52,SOLMAN_BTC ,2024.03.25	17:25:52,SOLMAN_BTC , , , ,,2024.03.25	17:25:52,2024.03.25	17:25:52
8000003978,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.26	17:25:58,SOLMAN_BTC ,2024.03.26	17:25:58,SOLMAN_BTC , , , ,,2024.03.26	17:25:58,2024.03.26	17:25:58
8000003979,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.27	17:25:30,SOLMAN_BTC ,2024.03.27	17:25:31,SOLMAN_BTC , , , ,,2024.03.27	17:25:30,2024.03.27	17:25:30
8000003980,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.28	17:25:54,SOLMAN_BTC ,2024.03.28	17:25:55,SOLMAN_BTC , , , ,,2024.03.28	17:25:55,2024.03.28	17:25:55
8000003981,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.29	17:25:23,SOLMAN_BTC ,2024.03.29	17:25:23,SOLMAN_BTC , , , ,,2024.03.29	17:25:23,2024.03.29	17:25:23
8000003982,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.30	17:25:15,SOLMAN_BTC ,2024.03.30	17:25:16,SOLMAN_BTC , , , ,,2024.03.30	17:25:16,2024.03.30	17:25:16
8000003983,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.03.31	17:26:04,SOLMAN_BTC ,2024.03.31	17:26:05,SOLMAN_BTC , , , ,,2024.03.31	17:26:04,2024.03.31	17:26:04
8000003984,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.01	17:25:36,SOLMAN_BTC ,2024.04.01	17:25:37,SOLMAN_BTC , , , ,,2024.04.01	17:25:36,2024.04.01	17:25:36
8000003985,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.02	17:25:33,SOLMAN_BTC ,2024.04.02	17:25:33,SOLMAN_BTC , , , ,,2024.04.02	17:25:33,2024.04.02	17:25:33
8000003986,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.03	17:25:46,SOLMAN_BTC ,2024.04.03	17:25:47,SOLMAN_BTC , , , ,,2024.04.03	17:25:46,2024.04.03	17:25:46
8000003987,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.04	17:25:57,SOLMAN_BTC ,2024.04.04	17:25:58,SOLMAN_BTC , , , ,,2024.04.04	17:25:57,2024.04.04	17:25:57
8000003988,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.05	17:25:38,SOLMAN_BTC ,2024.04.05	17:25:39,SOLMAN_BTC , , , ,,2024.04.05	17:25:39,2024.04.05	17:25:39
8000003989,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.06	17:25:19,SOLMAN_BTC ,2024.04.06	17:25:20,SOLMAN_BTC , , , ,,2024.04.06	17:25:19,2024.04.06	17:25:19
8000003990,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.07	17:25:20,SOLMAN_BTC ,2024.04.07	17:25:21,SOLMAN_BTC , , , ,,2024.04.07	17:25:21,2024.04.07	17:25:21
8000003991,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.08	17:25:21,SOLMAN_BTC ,2024.04.08	17:25:21,SOLMAN_BTC , , , ,,2024.04.08	17:25:21,2024.04.08	17:25:21
8000003992,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.09	17:25:21,SOLMAN_BTC ,2024.04.09	17:25:21,SOLMAN_BTC , , , ,,2024.04.09	17:25:21,2024.04.09	17:25:21
8000003993,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.10	17:25:35,SOLMAN_BTC ,2024.04.10	17:25:35,SOLMAN_BTC , , , ,,2024.04.10	17:25:35,2024.04.10	17:25:35
8000003994,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.11	17:25:25,SOLMAN_BTC ,2024.04.11	17:25:26,SOLMAN_BTC , , , ,,2024.04.11	17:25:25,2024.04.11	17:25:25
8000003995,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.12	17:25:25,SOLMAN_BTC ,2024.04.12	17:25:25,SOLMAN_BTC , , , ,,2024.04.12	17:25:25,2024.04.12	17:25:25
8000003996,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.13	17:25:51,SOLMAN_BTC ,2024.04.13	17:25:52,SOLMAN_BTC , , , ,,2024.04.13	17:25:51,2024.04.13	17:25:51
8000003997,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.14	17:25:51,SOLMAN_BTC ,2024.04.14	17:25:56,SOLMAN_BTC , , , ,,2024.04.14	17:25:52,2024.04.14	17:25:52
8000003998,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.15	17:25:51,SOLMAN_BTC ,2024.04.15	17:25:51,SOLMAN_BTC , , , ,,2024.04.15	17:25:51,2024.04.15	17:25:51
8000003999,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.16	17:25:43,SOLMAN_BTC ,2024.04.16	17:25:44,SOLMAN_BTC , , , ,,2024.04.16	17:25:43,2024.04.16	17:25:43
8000004000,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.17	17:25:16,SOLMAN_BTC ,2024.04.17	17:25:16,SOLMAN_BTC , , , ,,2024.04.17	17:25:16,2024.04.17	17:25:16
8000004001,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.18	17:25:37,SOLMAN_BTC ,2024.04.18	17:25:38,SOLMAN_BTC , , , ,,2024.04.18	17:25:37,2024.04.18	17:25:37
8000004002,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.19	17:25:43,SOLMAN_BTC ,2024.04.19	17:25:44,SOLMAN_BTC , , , ,,2024.04.19	17:25:43,2024.04.19	17:25:43
8000004003,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.20	17:25:44,SOLMAN_BTC ,2024.04.20	17:25:44,SOLMAN_BTC , , , ,,2024.04.20	17:25:44,2024.04.20	17:25:44
8000004004,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.21	17:25:47,SOLMAN_BTC ,2024.04.21	17:25:48,SOLMAN_BTC , , , ,,2024.04.21	17:25:47,2024.04.21	17:25:47
8000004005,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.22	17:26:01,SOLMAN_BTC ,2024.04.22	17:26:01,SOLMAN_BTC , , , ,,2024.04.22	17:26:01,2024.04.22	17:26:01
8000004006,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.23	17:25:44,SOLMAN_BTC ,2024.04.23	17:25:44,SOLMAN_BTC , , , ,,2024.04.23	17:25:44,2024.04.23	17:25:44
8000004007,Issue creation test , , , , , , , ,1: sehr hoch ,E0001 Offen ,2024.04.24	17:25:42,SOLMAN_BTC ,2024.04.24	17:25:42,SOLMAN_BTC , , , ,,2024.04.24	17:25:42,2024.04.24	17:25:42
